report_number,local_case_number,agency_name,acrs_report_type,Crash_date,route_type,road_name,Cross-Street,Cross-Street Name,Related-Non-Motorist,Collision-Type,Weather,Surface_Condition,Light,Traffic_Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID-Driver,Driver At Fault,Injury Severity,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Second Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Continuing Dir,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Equipment Problems,Latitude,Longitude,Person ID_pedestrian,Pedestrian Type,Pedestrian Movement,Pedestrian Actions,Pedestrian Location,Pedestrian Obeyed Traffic Signal,Pedestrian Visibility,Pedestrian_At_Fault,Injury Severity_pedestrian,Related Non-Motorist,Driver Substance Abuse,Non-Motorist Substance Abuse
MCP1453008J,200022504,Montgomery County Police,Injury Crash,6/8/2020 8:54,County,WYNNFIELD DR,County,FATHER HURLEY BLVD,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,0DD36892-E580-44E5-B0BE-89B5FC9A271D,Yes,NO APPARENT INJURY,NOT DISTRACTED,MD,6DEAFB92-9749-4464-B5F9-FC3D6C071ABC,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,East,25,No,No,2013,CHRYSLER,200,NO MISUSE,39.18655833,-77.27381,D5940F54-DAB2-41DB-A385-9801DD910F7A,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED SERIOUS INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP1453008J,200022504,Montgomery County Police,Injury Crash,6/8/2020 8:54,County,WYNNFIELD DR,County,FATHER HURLEY BLVD,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,0DD36892-E580-44E5-B0BE-89B5FC9A271D,Yes,NO APPARENT INJURY,NOT DISTRACTED,MD,6DEAFB92-9749-4464-B5F9-FC3D6C071ABC,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,East,25,No,No,2013,CHRYSLER,200,NO MISUSE,39.18655833,-77.27381,8BA7FB64-2C70-47BC-A043-436DF8F39A4E,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP3129005Z,230001275,Montgomery County Police,Injury Crash,1/9/2023 8:31,County,GEORGIA AVE,County,GEORGIA AVE,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,42CED3D2-1B6E-4E35-8540-715381A32969,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,67C87C5F-5484-46F3-B8C6-F3F68BC12942,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,STARTING FROM LANE,Unknown,West,5,No,No,2013,LEXUS,HB,NO MISUSE,39.0675126,-77.06024901,9F1CCA84-7202-4497-BBC2-0F148EDB9202,PEDESTRIAN,Walking/Cycling on Sidewalk,INATTENTIVE,OTHER,NO PED. SIGNAL,UNKNOWN,No,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
EJ7880000S,200027825,Gaithersburg Police Depar,Injury Crash,7/17/2020 19:57,County,GEORGIA AVE,County,GEORGIA AVE,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,NONE DETECTED,958D446B-BB97-4F40-81AA-FB166D19099C,Yes,NO APPARENT INJURY,UNKNOWN,MD,1AC57646-636D-49F7-ABC7-2E538330BDD2,UNKNOWN,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,BACKING,Unknown,North,10,No,No,0,UNKNOWN,UNKNOWN,UNKNOWN,39.14407711,-77.19320816,D1BB3C8A-FD70-4EAB-AC29-F472CF1D0EAB,PEDESTRIAN,Standing,NO IMPROPER ACTIONS,OTHER,NO PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,PEDESTRIAN,UNKNOWN,NONE DETECTED
DD5607003Y,220046275,Rockville Police Departme,Injury Crash,10/21/2022 15:15,Maryland (State),ROCKVILLE PIKE,Municipality,HALPINE RD,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,1B371EF4-30AD-4FDB-B07C-0290C5915468,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,A86323C1-9CBF-40F9-B5CA-3AF471A021CE,NO DAMAGE,TWELVE OCLOCK,ONE OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,South,East,40,No,No,2022,TOYOTA,CAMRY,NO MISUSE,39.06174883,-77.12405417,984A58CD-8658-44AE-BF36-D64622887086,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,UNKNOWN,UNKNOWN,No,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP2492001B,200008927,Montgomery County Police,Fatal Crash,2/22/2020 21:11,Maryland (State),NEW HAMPSHIRE AVE,Unknown,CROSSOVER,PEDESTRIAN,OTHER,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,ALCOHOL PRESENT,E38C7576-4F14-43B5-A8B0-87A6344815C1,No,NO APPARENT INJURY,UNKNOWN,MD,05D21D9D-9F25-4289-BBE3-45977335B52E,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,"CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))",UNKNOWN,North,North,40,No,No,2019,FORD,TRANSIT 250,NO MISUSE,39.03869167,-76.99011833,D20A06AD-B931-4588-BEFB-F9C8E8A40E23,PEDESTRIAN,Cross/Enter not at Intersection,UNKNOWN,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Yes,FATAL INJURY,PEDESTRIAN,NONE DETECTED,ALCOHOL PRESENT
MCP3069000Z,190003886,Montgomery County Police,Injury Crash,1/25/2019 4:13,County,PARKLAWN DR,County,RANDOLPH RD,PEDESTRIAN,OTHER,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,NONE DETECTED,BB9472A0-4E8B-4968-B68A-0940147EE7C7,No,NO APPARENT INJURY,UNKNOWN,MD,D6B5E29F-E6CD-4099-93E7-FD1F588AF74E,UNKNOWN,ONE OCLOCK,ONE OCLOCK,UNKNOWN,MOVING CONSTANT SPEED,South,South,35,No,No,0,UNKNOWN,UNKNOWN,UNKNOWN,39.0167002,-76.98613548,6BE4F743-4664-4348-8165-6E52964601FC,PEDESTRIAN,Walking/Riding w/Traffic,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Yes,SUSPECTED SERIOUS INJURY,PEDESTRIAN,UNKNOWN,NONE DETECTED
MCP2601001D,230022004,Montgomery County Police,Injury Crash,5/8/2023 15:37,County,FENTON ST,County,GIST AVE,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,NONE DETECTED,4672E95D-B4DA-42DF-9718-0FC0D973D82C,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,DC,09382F8C-FF51-4BED-83C4-549668ECD7FF,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,STARTING FROM LANE,South,East,25,No,No,2012,NISSAN,ALTIMA,NO MISUSE,38.98881588,-77.02395068,046184FC-BAFF-4E74-9716-7053B620D854,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,No,POSSIBLE INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
MCP2830001X,16008844,Montgomery County Police,Injury Crash,2/22/2016 11:18,County,GEORGIA AVE,County,GEORGIA AVE,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,EECA0CA1-3603-4613-96B8-AC0F94106D42,Yes,NO APPARENT INJURY,NOT DISTRACTED,MD,52D7C4BF-B06A-4B7F-9287-9490182D4611,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,STARTING FROM PARKED,Unknown,Unknown,0,No,No,2013,HOND,VN,NO MISUSE,39.14722833,-77.05212,761E1C01-377B-441E-BA7C-AA5BA141A795,PEDESTRIAN,Other,OTHER,OTHER,NO PED. SIGNAL,OTHER,No,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP3134003C,220011182,Montgomery County Police,Property Damage Crash,3/15/2022 15:51,County,GREENCASTLE RD,County,TURBRIDGE DR,MACHINE OPERATOR,OTHER,CLEAR,DRY,DAYLIGHT,PERSON,NONE DETECTED,NONE DETECTED,08A80200-C20B-4881-A609-EFDD972D2918,Yes,NO APPARENT INJURY,NOT DISTRACTED,MD,B64B9AF7-E4AA-4B7F-B4D1-E58AE0CCD6EA,SUPERFICIAL,FIVE OCLOCK,FIVE OCLOCK,SCHOOL BUS,MAKING RIGHT TURN,East,East,45,No,No,2014,THOMAS,BUS,NO MISUSE,39.088662,-76.93069983,A584D558-CF59-40A9-81E5-25FE0C57337D,MACHINE OPERATOR,Other Working,INATTENTIVE,SHOULDER,NO PED. SIGNAL,UNKNOWN,No,NO APPARENT INJURY,MACHINE OPERATOR,NONE DETECTED,NONE DETECTED
MCP2748001K,200012673,Montgomery County Police,Property Damage Crash,3/14/2020 23:35,County,SCHUYLKILL RD,County,WYACONDA RD,PEDESTRIAN,SINGLE VEHICLE,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,NONE DETECTED,71907609-FFA0-4F80-920E-945635D2F517,Yes,NO APPARENT INJURY,NOT DISTRACTED,MD,6878FE9A-523E-499B-95B9-ED21585A4963,NO DAMAGE,ELEVEN OCLOCK,ELEVEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,South,35,No,No,2015,HOND,TK,NO MISUSE,39.0450555,-77.097582,808ACAB2-311E-416B-BC12-9549542099CB,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,No,NO APPARENT INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
EJ7826004D,190022707,Gaithersburg Police Depar,Injury Crash,5/14/2019 12:17,County,ELLINGTON BLVD,County,FIELDS RD,PEDESTRIAN,OTHER,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,0E9CC15C-5696-4FAB-B91D-AC2330C916E0,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,F4C9C8E7-817B-404C-9A5B-1D3E832141ED,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,North,25,No,No,2018,HYUN,4S,NO MISUSE,39.11518833,-77.20483333,004FB443-B5D0-45DA-8F3B-9888F495EC96,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP2877001G,15029495,Montgomery County Police,Injury Crash,6/16/2015 15:10,County,CRESTMOOR DR,US (State),COLESVILLE RD,BICYCLIST,STRAIGHT MOVEMENT ANGLE,UNKNOWN,UNKNOWN,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,05B91EA8-B259-40F9-B14D-3635DE0C71D2,Unknown,NO APPARENT INJURY,UNKNOWN,MD,A75362F6-B928-441F-A9CC-EBF32C9B6D8E,UNKNOWN,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,STARTING FROM LANE,South,South,40,No,No,2010,FORD,F150,UNKNOWN,39.02795221,-77.00903177,25DB2EA1-EF73-4C64-9D33-C0A84FF94D18,BICYCLIST,Cross/Enter at Intersection,UNKNOWN,SIDEWALK,UNKNOWN,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,BICYCLIST,UNKNOWN,UNKNOWN
MCP2031000H,15028940,Montgomery County Police,Injury Crash,6/14/2015 11:35,Maryland (State),WOODFIELD RD,County,FIELDCREST RD,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,B64237F8-4E60-4DC6-8A89-BDC0221EA221,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,77100319-39DD-49F2-BA24-9BC4490B9366,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,VAN,STARTING FROM LANE,South,East,30,No,No,1992,CHEV,VN,NO MISUSE,39.18533667,-77.151085,56F8661A-97DA-4C7B-932F-E0160E0FB303,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,MIDBLOCK MARKED CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
MCP31240059,220011029,Montgomery County Police,Injury Crash,3/14/2022 6:50,Maryland (State),CONNECTICUT AVE,County,DENFELD AVE,PEDESTRIAN,OTHER,UNKNOWN,UNKNOWN,UNKNOWN,TRAFFIC SIGNAL,UNKNOWN,UNKNOWN,7EDC7246-C8D2-4618-AA44-BB0F8F2B3721,Yes,NO APPARENT INJURY,UNKNOWN,MD,9B511A7C-7A4E-4027-9CA0-485CC47E3947,UNKNOWN,FIVE OCLOCK,FIVE OCLOCK,UNKNOWN,MAKING LEFT TURN,North,East,35,No,No,0,UNKNOWN,UNKNOWN,UNKNOWN,39.03879422,-77.0755839,67FA9191-6885-4E7F-AEEC-FA2F850AE28B,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,REFLECTIVE MATERIAL,No,POSSIBLE INJURY,PEDESTRIAN,UNKNOWN,UNKNOWN
MCP295200DT,230030880,Montgomery County Police,Injury Crash,6/28/2023 10:47,Maryland (State),EAST WEST HWY,Maryland (State),COLESVILLE RD,PEDESTRIAN,SINGLE VEHICLE,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,E7D0B9E8-274F-4CE8-89EE-FB6EF00CB950,Yes,NO APPARENT INJURY,NOT DISTRACTED,MD,608F97D3-13B8-40D6-9E39-1CC62572D032,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,West,South,35,No,No,2020,TOYOTA,COROLLA,NO MISUSE,38.99377984,-77.03230618,3DA635D7-64A5-4873-85D4-51E41A1E884C,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,No,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP2853007B,200009971,Montgomery County Police,Injury Crash,2/28/2020 18:10,County,ELTON RD,Maryland (State),NEW HAMPSHIRE AVE,PEDESTRIAN,OTHER,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,1ABD6DF1-FED1-453D-8BB1-3E0F2AAF297C,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,A6B045E3-73BD-4D4F-A44A-154C571B2B0A,SUPERFICIAL,ELEVEN OCLOCK,ELEVEN OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,North,North,25,No,No,2014,NISSAN,MAXIMA,NO MISUSE,39.021095,-76.976515,BEDC1FC8-7D06-4F7D-99B7-A829CF77B0C9,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,No,NO APPARENT INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP2853007B,200009971,Montgomery County Police,Injury Crash,2/28/2020 18:10,County,ELTON RD,Maryland (State),NEW HAMPSHIRE AVE,PEDESTRIAN,OTHER,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,1ABD6DF1-FED1-453D-8BB1-3E0F2AAF297C,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,A6B045E3-73BD-4D4F-A44A-154C571B2B0A,SUPERFICIAL,ELEVEN OCLOCK,ELEVEN OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,North,North,25,No,No,2014,NISSAN,MAXIMA,NO MISUSE,39.021095,-76.976515,F058DD44-9F12-4874-AF8A-AA6A57B36DEF,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,No,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
DD559500B7,210038447,Rockville Police Departme,Property Damage Crash,9/28/2021 16:23,Municipality,FIRST ST,Municipality,LYNN CT,BICYCLIST,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,81228C82-BF3B-42F7-A2FE-DF1180374CED,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,0B884F2C-807E-4EF4-8D3B-98F26BABA3A9,SUPERFICIAL,TWO OCLOCK,ONE OCLOCK,PASSENGER CAR,MAKING U TURN,South,South,25,No,No,2016,CHEVY,EXPRESS,NO MISUSE,39.08993333,-77.135355,3CD76E8A-5ED7-4F77-B721-E3B8E2CF1F6C,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,OTHER,No,NO APPARENT INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
EJ7781000P,16030830,Gaithersburg Police Depar,Injury Crash,6/18/2016 10:30,County,QUINCE ORCHARD RD,Maryland (State),DARNESTOWN RD,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,3745A0F4-9DCF-48D4-9DE4-812A54631FBB,No,NO APPARENT INJURY,NOT DISTRACTED,MD,31DDEC31-DDC8-4E2C-8DDB-E88975464629,FUNCTIONAL,TWELVE OCLOCK,ELEVEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,East,35,No,No,2014,TOYT,SIENNA,NO MISUSE,39.11792704,-77.25259647,9D769455-1D36-4F8A-A48B-E8743CAC27A4,PEDESTRIAN,Cross/Enter at Intersection,FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER,ON ROADWAY AT CROSSWALK,DISOBEYED PED. SIGNAL,LIGHT CLOTHING,Yes,SUSPECTED SERIOUS INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP2891002P,16042267,Montgomery County Police,Injury Crash,8/21/2016 10:00,County,WAYNE AVE,Government,SLIGO CREEK PKWY,BICYCLIST,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,4EF26B54-A2A4-484B-900A-A3493D963F8F,Yes,NO APPARENT INJURY,NOT DISTRACTED,MD,AFD9E6F6-132E-4948-931F-09B17881887F,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,North,35,No,No,2002,HONDA,ACCORD,NO MISUSE,38.99967254,-77.01058879,36265B6F-ABC4-4A54-A108-701E5E11B17C,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
MCP3191003Q,220046868,Montgomery County Police,Property Damage Crash,10/25/2022 16:45,Municipality,KOHLHOSS RD,Municipality,WOOTTON AVE,BICYCLIST,OTHER,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,CDDAB865-9C52-4732-8FC7-4CF8B0E81ACF,No,NO APPARENT INJURY,NOT DISTRACTED,MD,E0C928E0-3FCB-4AB4-A0EF-DF9C38A88E6E,FUNCTIONAL,THREE OCLOCK,THREE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,15,No,No,2012,HONDA,CIVIC,NO MISUSE,39.14392473,-77.40558168,A3A099B5-F1EF-4F6A-8828-0C00DABBD104,BICYCLIST,Cross/Enter at Intersection,INATTENTIVE,AT INTERSECTION BUT NO CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,Yes,NO APPARENT INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
MCP271700D7,170531533,Montgomery County Police,Injury Crash,9/19/2017 14:45,Maryland (State),WISCONSIN AVE,County,BETHESDA AVE,BICYCLIST,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,356FFCA0-06A2-4E1C-91F6-FCFC07A464D1,Yes,NO APPARENT INJURY,UNKNOWN,MD,E7C56DD0-0195-4923-AAC0-A8825F00B6BA,SUPERFICIAL,ELEVEN OCLOCK,ELEVEN OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,South,East,25,No,No,2008,TOYOTA,PRIUS,NO MISUSE,38.98086817,-77.0926465,1A509883-B370-4859-83E2-8F39949305B2,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
MCP3230001H,200034830,Montgomery County Police,Injury Crash,9/5/2020 18:40,County,GEORGIA AVE,County,GEORGIA AVE,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,6749EE15-4693-47F5-9F6A-DB4264BF6AE4,Yes,NO APPARENT INJURY,NOT DISTRACTED,MD,97B92041-5A77-41C4-A646-3496CBC800E5,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,10,No,No,2016,FORD,FUSION,NO MISUSE,39.08032256,-77.07115942,EE77B261-1CEE-4B69-8C5F-8A14A482B3B0,PEDESTRIAN,Other,INATTENTIVE,OTHER,NO PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP3145002M,200028183,Montgomery County Police,Injury Crash,7/20/2020 16:00,County,E RANDOLPH RD,County,CLIFTON RD,BICYCLIST,OTHER,CLEAR,DRY,DAYLIGHT,YIELD SIGN,NONE DETECTED,NONE DETECTED,A1C45F24-EE49-4BBC-A5F4-A968812FDD4E,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,DC,0B791C70-AAB6-4305-83D5-F0E1508959D8,SUPERFICIAL,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,West,South,30,No,No,2007,KIA,SORENTO,NO MISUSE,39.075855,-76.998485,234F1788-CCD3-41E7-ACF0-5CA77CA0ECC5,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION BUT NO CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
MCP2353007M,190037499,Montgomery County Police,Injury Crash,8/6/2019 15:20,County,MACON RD,County,ROCKING HORSE RD,PEDESTRIAN,SAME DIRECTION SIDESWIPE,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,228A7DB4-D0C6-460B-88B3-FFB0464F3D8C,Yes,NO APPARENT INJURY,DISTRACTED BY OUTSIDE PERSON OBJECT OR EVENT,MD,DE57018E-2455-473A-ACA8-21E006AE202E,DISABLING,ONE OCLOCK,TWELVE OCLOCK,VAN,MAKING RIGHT TURN,South,East,25,No,No,2004,HONDA,ODYSSEY,NO MISUSE,39.05159833,-77.09651,F834FDD8-8E97-4AEC-969D-6C4E05ADA87E,PEDESTRIAN,Walking/Cycling on Sidewalk,NO IMPROPER ACTIONS,SIDEWALK,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP29190099,220018434,Montgomery County Police,Injury Crash,4/30/2022 20:20,Maryland (State),UNIVERSITY BLVD E,County,E SCHUYLER RD,PEDESTRIAN,OTHER,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,ALCOHOL PRESENT,20C1633D-5342-4B0F-BCCC-AF0F4228E8C2,No,NO APPARENT INJURY,NOT DISTRACTED,MD,A89376B4-6B5A-4CE2-AA5D-A3F03DE69239,SUPERFICIAL,FIVE OCLOCK,FIVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,35,No,No,2004,TOYOTA,CAMRY,NO MISUSE,39.00879833,-76.99838333,D3037BAD-F845-493E-8E52-2348BBC0AC0D,PEDESTRIAN,Cross/Enter not at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,Yes,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,ALCOHOL PRESENT
DD5644001G,210032849,Rockville Police Departme,Injury Crash,8/23/2021 11:42,Municipality,BEALL AVE #2,Maryland (State),HUNGERFORD DR,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,9E2DFD3D-CFD0-43E1-A971-ED909BD58F28,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,584E2DF8-798F-4E60-8480-A4A64951250C,NO DAMAGE,ONE OCLOCK,ONE OCLOCK,(SPORT) UTILITY VEHICLE,MAKING RIGHT TURN,South,South,25,No,No,2004,FORD,TK,NO MISUSE,39.08679379,-77.15318577,A5A8CC4A-D086-4A26-AAEB-5CEF21D1CC38,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
